RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Y0,Y1,Z_cat,Z,D,D_cat
5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,3889.8187007458587,3990.290617917072,1,0,0,1
5744,15571476,Kelly,635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0,4319.475103860509,4426.379242958697,0,1,0,0
5745,15776850,Smith,749,Spain,Female,43,1,124209.02,1,1,1,167179.48,0,3108.5099950620984,3202.808385339134,0,0,0,0
5746,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0,1056.070458726845,1162.4893642863735,0,0,0,0
5747,15751131,Moss,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0,3342.4242169608947,3439.245973491496,0,0,0,1
5748,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,3720.0226731049675,3830.0466737095717,0,0,0,0
5749,15678412,Nwankwo,645,France,Female,45,8,85325.93,1,0,0,22558.74,0,1012.325411704989,1108.618435066839,0,1,1,0
5750,15770291,Allan,844,France,Female,29,8,0.0,2,0,0,147342.03,0,4418.091539506472,4528.1424284053555,0,0,0,0
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,1475.019531123137,1582.356248915556,1,0,0,1
5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0,4033.4512573163915,4123.0222834805545,0,0,0,1
5753,15697948,Henderson,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0,1357.9897772829083,1455.4838398515967,0,0,0,0
5754,15608328,Sutherland,760,Spain,Female,41,6,0.0,2,0,0,101491.23,0,3305.5621259252075,3390.8043820618013,0,0,0,1
5755,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,1,1,164117.69,0,4296.3609026044405,4393.108491277188,0,0,0,1
5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0,2221.3159898773542,2321.2266591159314,1,1,1,1
5757,15706217,Kao,645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0,2528.3915548726395,2643.468769691904,0,0,0,0
5758,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0,3134.2945749009295,3236.025315785162,0,0,0,1
5759,15610972,Crawford,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1,1400.8398708289606,1501.9026011525598,0,1,1,0
5760,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,4164.409863581693,4258.453697520069,1,0,0,1
5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0,3982.7539206333026,4084.096881704318,0,0,0,0
5762,15749119,Santiago,710,France,Female,31,3,0.0,2,1,1,112289.06,0,2379.2381237393683,2477.643667585888,0,0,0,1
5763,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,1,1,93783.0,0,3514.389807000677,3577.611213480581,0,0,0,0
5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79,0,2840.153643832155,2952.5779995083376,0,0,0,0
5765,15791851,Afanasyeva,726,France,Female,34,0,185734.75,1,1,1,102036.82,0,2803.252253848813,2907.286654853127,0,0,0,0
5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0,52.5715602490384,152.86377347421126,0,1,1,0
5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,2255.2950856894836,2352.1856509608174,0,0,0,1
5768,15573284,Olisanugo,579,France,Female,45,2,0.0,2,0,0,11514.39,0,527.9897897601335,625.299387900252,0,0,0,0
5769,15729083,Gorman,674,France,Male,36,2,154525.7,1,0,1,27468.72,0,1455.009201805332,1564.6723707166186,0,0,0,1
5770,15611612,Priestley,570,France,Female,29,0,0.0,1,1,0,37092.43,0,834.0527578150756,935.1183518919827,0,0,0,0
5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0,3593.8123944489284,3696.1380451455,1,0,0,1
5772,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,0,1,80828.78,0,2177.0425686715075,2265.0525331306517,1,0,0,1
5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0,5100.875136845579,5215.376914411933,1,0,0,1
5774,15643426,Robertson,523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0,1526.804772818167,1616.2997879548848,0,0,0,1
5775,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0,2006.8385418863088,2088.1110463027603,0,0,0,0
5776,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0,1281.0017010818606,1365.6871938764991,1,0,0,1
5777,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1,764.5149015534003,850.1471539831188,1,0,0,0
5778,15642248,Ko,608,Spain,Male,66,8,123935.35,1,1,1,65758.19,0,1783.555997223326,1898.7827873934332,0,0,0,0
5779,15640377,Goloubev,526,France,Female,36,0,0.0,2,1,0,97767.63,0,2379.3078366952013,2480.82279699451,0,1,1,0
5780,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1,2404.1463440624157,2502.1381335520205,0,0,0,1
5781,15590327,Liao,604,Germany,Female,42,10,166031.45,1,1,0,98293.14,0,2537.689403670778,2633.574201366708,1,0,0,1
5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0,4270.443782870261,4369.5399776362665,0,0,0,0
5783,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,0,1,128538.05,0,3479.935983252399,3583.3836278709214,0,0,0,0
5784,15727041,Fiorentini,624,France,Male,71,7,0.0,2,1,1,108841.83,0,2670.5140011351236,2787.5195811371145,0,0,0,0
5785,15738063,Shen,631,France,Male,29,2,0.0,2,1,1,18581.84,0,1714.3070391500626,1806.7165773672702,0,0,0,0
5786,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0,4899.273929330195,4989.642990405553,0,0,0,0
5787,15652320,Woronoff,588,France,Male,40,5,0.0,2,0,0,100727.68,0,2876.0173672345504,2977.6281567682604,0,0,0,0
5788,15634180,Holden,729,Germany,Male,26,4,97268.1,2,1,0,39356.38,0,2008.2408682141506,2121.9551438019125,0,0,0,0
5789,15694566,Roberts,602,France,Female,42,10,0.0,2,0,0,169921.11,1,3876.7891895855605,3984.801433809528,0,0,0,1
5790,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,1,0,42364.75,1,743.4826034085916,860.1173984083933,1,0,0,1
5791,15646351,Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0,1472.511987392717,1563.8625579066022,0,0,0,0
5792,15730044,Greco,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,3514.524464976822,3629.090565735206,1,0,0,1
5793,15795186,Leonard,562,France,Male,38,5,0.0,1,1,0,115700.2,0,2306.7040805233232,2412.0158987274795,0,0,0,1
5794,15784890,McKenzie,763,Spain,Female,32,8,0.0,2,1,0,16725.53,0,551.4519457141237,647.715377000234,0,0,0,0
5795,15694125,McElhone,669,France,Male,57,5,0.0,2,1,1,56875.76,0,1204.0573399877153,1293.2825946071373,0,0,0,0
5796,15565891,Dipietro,709,France,Male,39,8,0.0,2,1,0,56214.09,0,1814.573997446921,1925.7169235707013,0,0,0,0
5797,15674254,Kerr,554,Spain,Female,45,4,0.0,2,1,1,193412.05,0,3982.8942199015532,4091.608795696125,0,0,0,0
5798,15775206,Hunter,699,France,Male,37,10,0.0,2,0,0,83263.04,0,2552.546907295926,2640.1914478035724,0,0,0,1
5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4,0,536.8335647400311,643.2419752686355,0,1,1,1
5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,1,3842.030189157386,3954.404704973842,0,0,0,1
5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0,2915.004717196575,3000.4676272014535,0,1,1,0
5802,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,4182.328952216722,4259.811013261857,0,0,0,0
5803,15716236,Milani,499,France,Male,35,10,0.0,2,1,0,10722.54,0,282.9435498576325,377.31761552022164,0,0,0,0
5804,15672053,Mistry,526,Spain,Male,38,2,0.0,2,0,0,58010.98,0,2141.6953653657097,2240.223669964879,0,0,0,1
5805,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,4444.9926945626685,4568.2631351372265,0,0,0,0
5806,15814236,Kay,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0,1899.3340309202135,1995.8625328601008,0,0,0,1
5807,15583597,Ikedinachukwu,696,Spain,Male,47,1,106758.6,1,1,1,80591.18,0,2594.0743519251837,2688.979323733103,0,1,1,0
5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,4331.81246088007,4426.502813337808,0,0,0,0
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,2918.505592684118,2997.8910031630244,1,0,0,1
5810,15744109,Hartung,850,France,Male,32,4,0.0,1,1,1,180622.02,0,4632.553032366752,4739.997826506927,0,0,0,0
5811,15800688,Ch'en,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0,3019.550602829399,3136.1739168403665,0,0,0,0
5812,15810878,Baker,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0,3468.522242990583,3569.5269601758046,0,1,1,1
5813,15587835,Osinachi,850,France,Male,41,3,136416.82,1,0,1,57844.26,0,2874.698946699067,2974.8960163726765,0,0,0,1
5814,15763515,Shih,513,France,Male,30,5,0.0,2,1,0,162523.66,0,3584.0453264887838,3677.362660089183,0,1,1,0
5815,15725882,Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0,1880.9514381307113,1980.018346024575,0,1,0,0
5816,15788022,Sternberg,802,Germany,Female,41,4,90757.64,2,0,1,169183.66,0,3946.957318722332,4038.775508178761,0,1,1,0
5817,15663917,Adams,547,France,Male,43,1,92350.36,1,0,1,80262.91,0,2685.5663737382897,2795.079218802575,0,1,1,0
5818,15656865,Gray,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,1242.4933940004018,1337.842352450667,0,0,0,0
5819,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,2951.450532870343,3029.9029072981225,0,0,0,0
5820,15800366,Walton,546,France,Male,29,5,0.0,1,1,1,94823.95,0,1559.2796593204837,1646.7241136458867,0,1,1,0
5821,15717231,Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0,2079.177680456546,2173.645806717281,1,1,1,1
5822,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,1,0,153194.32,1,3431.8132665429903,3534.4965333577898,0,0,0,0
5823,15671351,Romani,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0,2095.6937206058615,2198.0280210840283,0,1,1,1
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,3440.3133989661387,3544.1820188082943,0,0,0,1
5825,15698953,Hart,636,Spain,Male,36,1,0.0,3,1,1,74048.1,1,1777.6452539394666,1874.4660433170543,1,0,0,0
5826,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,1,1,23386.77,1,102.47949825161386,199.2788807276441,0,1,1,0
5827,15737961,Miller,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,3357.416135405619,3460.786179797722,0,0,0,1
5828,15801701,Robson,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0,1820.0014504845533,1905.0420141402765,0,0,0,1
5829,15684419,Wallace,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0,2790.2429476151005,2897.115838105405,1,0,0,1
5830,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0,2311.824685845193,2420.1053733805957,0,0,0,0
5831,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0,1328.0242966541718,1424.1942751125005,0,1,1,0
5832,15771270,North,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,4199.667020145239,4310.406136362638,0,1,0,0
5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0,-146.87800871902272,-46.908913025257014,0,0,0,1
5834,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,1,0,74771.22,1,1250.3238285846091,1347.7870937520745,0,0,0,1
5835,15799910,Martin,793,France,Male,32,2,0.0,2,1,0,193817.63,1,4942.901641461143,5050.724195761473,0,0,0,0
5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,1049.8731777487324,1145.9556929739979,0,0,0,0
5837,15617419,Roberts,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,1387.698993164581,1491.5749823087642,0,0,0,1
5838,15657603,Finch,850,France,Female,35,6,81684.97,1,1,0,824.0,0,872.9982658157361,970.3468038045955,0,0,0,0
5839,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,1117.2214490887795,1199.4119359305412,0,0,0,1
5840,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,1,1,83508.93,0,1769.402687310526,1868.7905008271134,0,0,0,0
5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,3996.640934872664,4110.727901513507,0,0,0,1
5842,15737267,Marcelo,676,France,Female,49,1,0.0,1,1,0,79342.31,1,2136.9359262765684,2240.8679742579293,1,0,0,1
5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0,1080.9070326074404,1187.9664801649305,0,0,0,0
5844,15813327,Romani,710,France,Male,21,4,109130.96,2,1,1,56191.99,0,2122.3226509946994,2219.740998844429,0,0,0,1
5845,15711921,Scott,695,France,Male,29,5,0.0,2,1,1,6770.44,0,519.4641381816899,633.488707984251,0,0,0,0
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0,2131.053774092641,2228.029241544236,0,1,1,0
5847,15569945,Horsley,509,Spain,Male,29,1,0.0,2,1,0,69113.14,0,2072.5354607898666,2156.2558192956712,0,0,0,1
5848,15569666,Goddard,517,France,Female,45,4,0.0,1,0,0,172674.36,1,3505.596351887721,3593.15912578097,1,0,0,1
5849,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,849.5251820749777,939.8600177946424,1,1,1,0
5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36,0,2698.9004444399675,2808.2001680549088,0,0,0,0
5851,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0,2104.9267535423496,2194.5240915096065,1,0,0,1
5852,15722053,Oguejiofor,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0,4817.627066124603,4926.843527238183,0,0,0,1
5853,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,0,1,110317.39,0,1591.329918868194,1704.0972525105226,0,1,1,0
5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43,1,3134.722279668829,3214.9537672588303,1,0,0,1
5855,15743570,Feng,481,France,Female,34,5,0.0,2,1,1,125253.46,0,2442.030788587998,2555.9153038252252,0,0,0,0
5856,15608541,Claiborne,498,France,Male,46,1,91857.66,1,1,0,101954.78,1,3364.1304699740635,3466.727022497828,1,1,1,1
5857,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,1,0,168462.26,0,4264.277308416722,4376.301835879893,0,0,0,1
5858,15813659,Folliero,594,France,Female,56,7,0.0,1,1,0,26215.85,1,1050.6098901501693,1149.437478159553,1,0,0,0
5859,15757867,Bray,570,France,Female,30,10,176173.52,1,1,0,97045.32,1,1944.5018548298478,2037.3198199623948,0,1,0,0
5860,15652914,Ibrahimov,721,Spain,Male,38,7,0.0,1,0,1,53534.8,0,2774.383139024063,2864.877520327886,0,0,0,0
5861,15723818,Carpenter,453,France,Female,37,4,131834.76,2,1,0,8949.2,0,741.2973242085748,833.090762222056,0,0,0,0
5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0,4644.432060973954,4767.606690982125,1,0,0,1
5863,15656484,Woods,682,France,Male,40,4,0.0,2,1,1,140745.91,0,3402.7105639563815,3503.627182025079,0,0,0,0
5864,15778515,Wu,748,France,Male,40,3,95297.11,1,0,0,171515.84,0,3743.8174147237246,3828.4545300872655,0,0,0,0
5865,15803840,Forbes,729,France,Female,32,9,0.0,2,0,0,150803.44,0,4497.718648804394,4581.206244932128,0,0,0,0
5866,15735339,Lynch,663,France,Male,39,4,0.0,1,1,0,76884.05,0,2553.218778441003,2643.120563040315,1,1,1,0
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,1,3943.1464560180198,4031.7666749286054,0,1,1,0
5868,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0,3109.470636926196,3193.9949581398464,0,0,0,1
5869,15663817,Y?an,713,France,Male,46,5,0.0,1,1,1,55701.62,0,2118.0074152405296,2217.7565792062005,0,0,0,1
5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,4595.760819536206,4703.941081675935,0,0,0,0
5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0,951.1380319976222,1069.9875397159174,1,0,0,1
5872,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,1,1874.3980802089297,1977.9086236479018,0,0,0,1
5873,15684248,Meng,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0,3584.8104055393005,3696.3085729886207,0,0,0,0
5874,15643158,Chiganu,598,France,Female,40,9,0.0,1,1,0,68462.59,1,2220.687461817256,2328.7684981243656,0,1,1,1
5875,15693902,Hunt,597,France,Male,19,2,0.0,2,1,1,91036.74,0,1948.1459631147602,2037.0003294261664,0,0,0,0
5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,1826.0879828958593,1935.926131317699,0,0,0,0
5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,1,0,199484.96,0,4457.154148198804,4555.4688344992555,0,0,0,0
5878,15758510,Frolova,474,France,Male,26,6,0.0,2,0,0,152491.22,0,3804.601993218387,3912.6810094284856,0,0,0,1
5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,2703.608732472481,2806.159507709709,0,0,0,0
5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0,4656.332905688496,4758.548736808081,0,1,1,0
5881,15718231,Gregory,537,France,Male,28,0,88963.31,2,1,1,189839.93,0,4005.2892663061084,4119.04492245988,0,0,0,0
5882,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0,6928.611748859993,7015.132796980116,0,0,0,0
5883,15772650,Longo,732,France,Male,55,9,136576.02,1,0,1,3268.17,1,-8.45041399292672,90.98572959314696,0,0,0,0
5884,15574795,Lombardo,495,France,Female,38,2,63093.01,1,1,1,47089.72,0,2245.2569710878524,2361.857490499217,0,1,1,0
5885,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,1,1,46562.02,0,1008.986480416961,1111.6049292981606,0,0,0,1
5886,15723856,Gonzalez,602,France,Female,29,3,88814.4,2,1,1,62487.97,0,1966.937416176708,2072.215191662378,0,0,0,0
5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,4427.558866982966,4524.489579974132,1,0,0,1
5888,15691287,Ford,675,Germany,Female,33,0,141816.25,1,1,0,64815.05,1,1387.086132236993,1477.2734368880808,0,0,0,1
5889,15804797,Gilleland,443,France,Female,54,3,138547.97,1,1,1,70196.23,1,1461.8867966117714,1555.2491685746602,1,1,1,1
5890,15708650,Fullwood,727,France,Female,31,2,52192.08,2,0,1,160383.47,0,3494.9176357492133,3593.012617916292,0,0,0,0
5891,15712777,Kao,482,France,Male,38,4,124976.19,1,1,0,35848.12,0,1732.901152564667,1838.837101126083,0,1,1,0
5892,15786469,Montalvo,686,France,Female,34,1,0.0,2,1,0,87278.48,0,2808.780482376331,2902.4118503686445,0,0,0,0
5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,1445.5675937379156,1552.761903821136,0,0,0,0
5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,3184.7552252959717,3298.730003175082,0,0,0,0
5895,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,1,0,73107.6,0,2296.286906216615,2387.054475942374,0,0,0,0
5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,4036.1627883717347,4126.905960378348,0,1,0,0
5897,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0,1435.7546622001541,1538.3781484088752,1,0,0,0
5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0,4767.783623143837,4872.080884261097,0,0,0,0
5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0,4696.176726179544,4803.5172476474645,0,0,0,1
5900,15793901,Capon,639,France,Female,27,2,0.0,2,0,0,125244.18,0,3479.577074927621,3599.803239444858,0,0,0,0
5901,15569759,Rawling,583,France,Female,27,4,0.0,3,1,0,163113.41,0,3727.932315239576,3841.128345893483,1,0,0,1
5902,15712930,Duncan,587,France,Male,42,1,0.0,1,0,0,123006.91,0,3320.9692086645946,3437.5543716804527,1,0,0,1
5903,15586504,Trevisani,694,France,Male,40,9,0.0,2,1,0,40463.03,0,1823.7184796914742,1924.7821536863426,0,0,0,0
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,3235.3200117497368,3338.1810793836253,1,1,1,1
5905,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,4978.966383326793,5075.928136941566,1,1,1,1
5906,15731519,Kerr,511,France,Female,30,5,0.0,2,1,0,143994.86,0,3848.5844607121267,3960.84833574325,0,0,0,1
5907,15745623,Worsnop,788,France,Male,32,4,112079.58,1,0,0,89368.59,0,3087.045469456458,3190.833259637951,0,0,0,0
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0,4343.642756530837,4449.131930385918,0,0,0,0
5909,15641934,Manna,749,Spain,Female,46,9,66582.81,1,1,0,78753.12,1,2146.285520227998,2249.319896834075,0,0,0,1
5910,15713043,Siciliani,691,France,Female,33,6,0.0,2,1,1,100408.31,0,3420.2737492409065,3521.3605772387114,0,0,0,0
5911,15700749,Powell,481,France,Female,39,6,0.0,1,1,1,24677.54,0,1132.6468227495764,1231.8541582532591,0,0,0,1
5912,15697567,Bazarova,752,France,Male,33,4,0.0,2,1,1,39570.78,0,1684.1194900743362,1781.9065651444555,0,0,0,0
5913,15715414,White,658,France,Female,38,6,102895.1,1,0,0,155665.76,0,2952.9644062905463,3042.548885199919,0,0,0,0
5914,15639530,Buda,679,Spain,Male,42,2,0.0,1,1,1,168294.27,0,3579.6367773983393,3668.6405168121287,0,0,0,0
5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,451.2409486769639,568.4077123123681,0,0,0,1
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,4719.2675424631125,4815.788071930033,1,0,0,0
5917,15698872,Brown,633,Spain,Female,39,2,0.0,2,0,0,191207.03,0,5151.752145264169,5250.2069528216225,0,0,0,1
5918,15812184,Rose,674,France,Female,31,1,0.0,1,1,0,128954.05,0,2490.5306279523597,2624.731781904934,0,0,0,0
5919,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,0,1,59905.29,0,2818.0865939236346,2925.5872738377852,0,1,1,0
5920,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6,0,5124.23607502469,5220.991354057899,0,0,0,0
5921,15640648,Howe,698,France,Male,36,6,0.0,2,0,1,19231.98,0,914.8268063046385,1013.8532505993553,0,0,0,0
5922,15627203,Hsu,508,Spain,Male,54,10,0.0,1,1,1,175749.36,0,3965.623704237041,4076.2105240921064,1,0,0,1
5923,15786196,Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1,1816.5890649676012,1913.18453624056,1,0,0,1
5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1,1612.288092534602,1703.328224057811,1,0,0,1
5925,15674368,Riley,738,France,Female,39,1,94435.45,2,0,1,189430.86,0,3135.096592146029,3220.1066731339565,0,0,0,0
5926,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,911.3083102088674,1006.4251049614649,0,1,1,0
5927,15757559,Broadhurst,595,France,Female,53,7,0.0,2,1,0,41371.68,1,2170.853299047957,2279.5793906142976,1,0,0,1
5928,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,0,0,125140.72,1,3059.3505225026306,3165.0696083651587,1,1,1,1
5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,3587.3335481306854,3686.915474052716,0,0,0,0
5930,15695078,Kemp,699,France,Male,32,3,0.0,2,1,1,170770.44,0,4775.743252839571,4877.24695701132,0,1,1,0
5931,15645744,Chukwudi,826,France,Female,30,5,0.0,2,0,1,157397.57,0,3091.703693735016,3195.042815517394,0,0,0,0
5932,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,1621.1248775660727,1726.771695470298,0,0,0,0
5933,15749300,Teng,556,France,Female,47,2,139914.27,1,1,1,50390.98,0,1906.8182911209194,1992.4241372373574,0,0,0,1
5934,15594340,Tao,569,France,Male,41,4,120243.49,1,1,0,163150.03,1,3609.325450440588,3694.832238135995,0,0,0,1
5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0,4446.048016950666,4542.952147153059,0,0,0,0
5936,15778089,Stevenson,544,Spain,Male,37,2,0.0,2,0,0,135067.02,0,3880.340940856143,4000.494913437467,0,0,0,1
5937,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1,3700.784346258106,3782.5133332034743,0,0,0,0
5938,15697035,Garrett,740,Spain,Female,31,8,0.0,2,0,0,86657.48,0,2577.0989343316437,2665.6806736895905,0,0,0,0
5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,3808.901839444273,3898.776497294401,0,0,0,0
5940,15709861,He,766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,1510.7589335396026,1619.261215075782,0,1,1,1
5941,15791958,Mazzi,849,France,Female,41,6,0.0,2,1,1,169203.51,1,5873.319481294998,5979.261998178709,0,0,0,0
5942,15791030,Edwards,612,France,Female,33,0,64900.32,2,1,0,102426.12,0,3018.0170075530486,3131.211256692086,0,1,1,0
5943,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,1,0,54676.1,1,1910.6164014743133,1994.0595993887462,1,0,0,1
5944,15658813,Siciliani,645,France,Female,55,7,0.0,2,1,1,18369.33,0,1762.2219065088193,1876.664511421227,0,0,0,0
5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,3593.6271279589323,3708.7481125554773,0,0,0,0
5946,15722533,Logue,716,France,Female,40,3,0.0,2,0,1,167636.15,0,4335.565425039522,4426.508421711487,0,0,0,0
5947,15683118,Rechner,590,France,Male,32,9,0.0,2,1,0,138889.15,0,2508.0258443204225,2607.2924064524777,0,0,0,0
5948,15672798,O'Brien,656,France,Female,45,7,145933.27,1,1,1,199392.14,0,4510.394555461884,4603.306837660946,1,0,0,0
5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0,4636.967891119652,4742.02489587622,0,1,0,0
5950,15714575,Batt,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1,590.5792634360947,702.73491501581,1,1,1,1
